"id","title","researcher_id","degree_id","date_of_publish","paper_number","others"
235,أسماء المرة والهيئة والآلة في اللغة العربية وطرق تدريسها للناطقين بغيرها : دراسة تطبيقية في المدارس الثانوية غير الحكومية بمدينة زاريا ولاية كادونا نيجيريا,1296,2,2013,2101,""
236,الأسماء المشبهة بالأفعال في اللغتين العربية والماليزية : دراسة تقابلية,806,3,1992,838,""
237,أسماء الموصول وتدريسها لغير الناطقين باللغة العربية,1842,2,1986,559,""
238,إسناد الأفعال المعتلة إلى ضمائر الرفع المتصلة وتدريسها للناطقين بغيرها,1080,3,1994,923,""
239,إسناد الأفعال إلى ضمائر الرفع المتصلة وطريقة تدريسها للناطقين بغيرها,140,3,1997,1057,""
240,إسهام اللغة العربية في اللغة الإندونيسية,128,3,1986,524,""
241,إسهام غير العرب في نشر اللغة والفكر العربي,1193,3,1985,434,""
242,إسهامات أدباء شمال نيجريا في نشر اللغة العربية : دراسة تطبيقية على ولاية كنو,80,3,2012,1986,""
243,اسهامات الشيخ محمد الناصر كبر في نشر اللغة العربية في نيجيريا,1922,2,2014,2226,""
244,اشتراتيجيات الشيخ محمد ناصر كيري في نشر اللغة العربية في ولاية كنو نيجيريا,1973,3,2013,2122,""
245,إشتراك الظواهر اللغوية في اللهجة السودانية واللهجة الليبية وإرجاعها إلى الفصحي,1275,3,2000,1211,""
246,الاشتقاق بين اللغة العربية ولغة الهوسا - دراسة تحليلية تقابلية,585,3,2014,2172,""
247,الإشتقاق وأثره في إثراء مفردات اللغة العربية,1311,3,1978,91,""
248,الإشراف التربوي بمدارس جهاز التعليم الإرتري,619,3,1995,960,""
249,الإشراف التربوي في التعليم الثانوي الموريتاني,82,2,1996,1003,""
250,الإشراف التربوي في المدارس الأهلية في جمهورية الصومال فترة ما بين 1995 - 2003 : دراسة وصفية تحليلية,186,3,2004,1393,""
251,الإشراف التربوي في المدارس العربية الإبتدائية الحكومية في ولاية كانو - نيجريا : المشاكل والحلول,40,2,2011,1901,""
252,الإشراف التربوي في المدارس العربية الأهلية في الصومال : دراسة تحليلية تقويمية,1873,2,2003,1380,""
253,الإشراف التربوي في ولاية جنوب دارفور (محلية نيالا مرحلة الأساس) : دراسة تقويمية,1312,2,2011,1932,""
254,الإشراف التربوي و التوجيه الفني في المدارس العربية الإسلامية الخاصة في ولاية بلاتو _ نيجريا,1728,3,2004,1444,""
255,الإشراف التربوي والتوجيه الفني في المدارس العربية في سيراليون : دراسة وصفية تقويمية,1400,3,2001,1267,""
256,الاشراف التربوي ودوره في اداء معلمي اللغة العربية للناطقين بغيرها,386,2,2014,2164,""
257,الإشراف التعليمي في المرحلة الثانوية بالسودان,1461,3,1985,384,""
258,الإشراق التربوي ودوره في إعداد معلمي اللغة الربية في المدارس الحكومية بجزر القمر,1760,3,2017,2424,""
259,الأصوات العربية المهموسة وتعليمها للناطقين بغير العربية,1392,3,2017,2414,""
260,الأصوات العربية والإنجليزية : دراسة تقابلية,1810,3,1977,132,""
261,الأصوات العربية والصعوبات التي تقابل ناطق الأردية فيها,303,3,1987,105,""
262,الأصوات العربية وما يواجه الناطق السويرثانية في تعلمها من صعوبات,1057,2,1992,843,""
263,أصوات اللغة العامية العربية في محافظة الخرطوم,162,3,1984,316,""
264,أصوات اللغة العربية عند سيبويه وعلماء الأصوات المحدثين,2191,3,1995,987,""
265,أصوات اللغة العربية وما قد يلاقي ناطق اللغة الإنجليزية في تعلمها من صعوبة,1239,3,1978,85,""
266,الأصوات اللغوية في اللغتين بوقيات اليوغندية والعربية : دراسة صوتية تقابلية,373,3,1985,366,""
267,أصوات لهجة الشوا العربية في برنو - نيجيريا,221,3,1990,768,""
268,الاصول العربية الفصحى لألفاظ لهجة الرباطاب,1975,3,2013,2133,""
269,الأصول العربية الفصيحة في لهجة أم درمان,1759,3,2008,1718,""
270,أصول النحو العربي بين النحاة وابن مضاء القرطبي في ضوء علم اللغة الحديث,479,3,1996,1016,""
271,إصول ومبادئ التربية الإسلامية,1690,2,1989,751,""
272,الإضافة في اللغة العربية,1473,3,1985,443,""
273,الإعجاز البلاغي في القرآن الكريم وتدريسه للناطقين بغير اللغة العربية,2228,2,2017,2444,""
274,إعداد اختبارات مهارات اللغة العربية للناطقين بغيرها في ضوء المدخل الإتصالي ( المستوى المتوسط في مركز تعليم اللغة العربية بجامعة دمشق نموذجا ),1010,2,2007,1623,""
275,إعداد إختبارات مهارات اللغة العربية للناطقين بلغات أخري,1152,2,1996,1019,""
276,الإعداد الثقافي لمعلم اللغة العربية للناطقين بغيرها,1495,2,2010,1861,""
277,إعداد الكتاب الأول للأطفال البنغاليين المبتدئين,1812,2,1981,133,""
278,الإعداد اللغوي لخريجي كلية الإعلام بالجامعات السودانية نموذج جامعة أم درمان الإسلامية,1056,2,2001,1257,""
279,إعداد معلم اللغة العربية للناطقين بغيرها,1989,2,1983,272,""
280,إعداد معلمي اللغة العربية في مرحلة الأساس بولاية زنفرا بنيجيريا,1436,2,2001,1269,""
281,إعداد منهج لتعليم اللغة العربية للناطقين بغيرها في بوركينا فاسو,1601,2,2011,1944,""
282,إعداد منهج مقترح لتعليم اللغة العربية للتلاميذ الناطقين باللأردية مبني علي الكلمات العربية الشائعة في المواقف المختلفة للغة الحياة اليومية في باكستان,404,3,1985,365,""
283,إعداد نصوص للقراءة الموسعة من كتاب نساء حول الرسول صلى الله عليه وسلم للناطقين بغير العربية (المستوى المتقدم نموذجا),1466,3,2012,2024,""
284,إعداد وتأهيل معلم اللغة العربية في المرحلة الثانوية بمنطقة منديرا - كينيا,37,3,2011,1900,""
285,إعداد وتدريب القيادة التربوية بالمعاهد والكليات الجامعية في تشاد,93,3,2002,1286,""
286,إعداد وتدريب معلمي اللغة العربية في المدارس الإبتدائية في مدينة بيدوا في الصومال,46,2,2012,1984,""
287,إعداد وتدريب معلمي اللغة في الصين : دراسة وصفية تحليلية,1619,3,2009,1800,""
288,إعداد وتدريب معلمي اللغة في المدارس الثانوية في مقديشو,1923,3,2011,1956,""
